1,6.74177e-06,0.574441,-0.57209,2.20712,-0.0152067,-0.046103,-0.270288,
2,6.66968e-06,0.574441,-0.571592,2.20712,-0.0152067,-0.046103,-0.270288,
3,6.66968e-06,0.574441,-0.571592,2.20712,-0.0152067,-0.046103,-0.270288,
4,6.63859e-06,0.574441,-0.571592,2.20712,-0.0137055,-0.046103,-0.270288,
5,6.02821e-06,0.574441,-0.571592,2.17672,-0.0137055,-0.046103,-0.270288,
6,6.03546e-06,0.574441,-0.571585,2.17672,-0.0137055,-0.046103,-0.270288,
7,6.07321e-06,0.574764,-0.571585,2.17672,-0.0137055,-0.046103,-0.270288,
8,6.06051e-06,0.574539,-0.571585,2.17672,-0.0137055,-0.046103,-0.270288,
9,6.0168e-06,0.574539,-0.571585,2.17672,-0.0137055,-0.0526004,-0.270288,
10,5.97478e-06,0.574171,-0.571585,2.17672,-0.0137055,-0.0526004,-0.270288,
11,5.96845e-06,0.574171,-0.571585,2.17672,-0.0137055,-0.0526004,-0.269777,
12,5.96831e-06,0.574171,-0.571585,2.17672,-0.0168793,-0.0526004,-0.269777,
13,5.96186e-06,0.574171,-0.571585,2.17672,-0.0168793,-0.0526004,-0.270026,
14,5.885e-06,0.574171,-0.571585,2.17672,-0.0168793,-0.0590014,-0.270026,
15,5.90305e-06,0.574171,-0.571585,2.17672,-0.0168793,-0.066005,-0.270026,
16,6.04419e-06,0.574171,-0.571585,2.18485,-0.0168793,-0.066005,-0.270026,
17,6.03811e-06,0.574171,-0.571585,2.18485,-0.0168793,-0.066005,-0.269374,
18,6.03811e-06,0.574171,-0.571585,2.18485,-0.0168793,-0.066005,-0.269374,
19,6.00392e-06,0.574171,-0.571585,2.18485,-0.0150189,-0.066005,-0.269374,
20,5.99845e-06,0.574171,-0.571585,2.18485,-0.0150189,-0.066005,-0.269342,
21,6.00728e-06,0.574171,-0.571585,2.18485,-0.0150189,-0.0684382,-0.269342,
22,6.03781e-06,0.574541,-0.571585,2.18485,-0.0150189,-0.0684382,-0.269342,
23,6.03781e-06,0.574541,-0.571585,2.18485,-0.0150189,-0.0684382,-0.269342,
24,6.06131e-06,0.574541,-0.571585,2.18485,-0.0194554,-0.0684382,-0.269342,
25,5.94228e-06,0.574541,-0.571888,2.18485,-0.0194554,-0.0684382,-0.269342,
26,5.95712e-06,0.574541,-0.571888,2.18485,-0.0186983,-0.0684382,-0.269342,
27,5.97489e-06,0.574541,-0.571888,2.18485,-0.0186983,-0.0656656,-0.269342,
28,6.04745e-06,0.574748,-0.571888,2.18485,-0.0186983,-0.0656656,-0.269342,
29,5.96624e-06,0.574748,-0.571888,2.18485,-0.0186983,-0.0751251,-0.269342,
30,6.00332e-06,0.574748,-0.571888,2.18485,-0.0186983,-0.0827731,-0.269342,
31,5.96777e-06,0.574748,-0.571888,2.18485,-0.0274511,-0.0827731,-0.269342,
32,6.01337e-06,0.574748,-0.571888,2.18485,-0.0371502,-0.0827731,-0.269342,
33,6.01337e-06,0.574748,-0.571888,2.18485,-0.0371502,-0.0827731,-0.269342,
34,6.24244e-06,0.574748,-0.571888,2.1406,-0.0371502,-0.0827731,-0.269342,
35,6.31029e-06,0.574748,-0.571438,2.1406,-0.0371502,-0.0827731,-0.269342,
36,6.28854e-06,0.574748,-0.571438,2.1406,-0.0371502,-0.0924047,-0.269342,
37,6.24719e-06,0.574748,-0.571438,2.1406,-0.0371502,-0.0970526,-0.269342,
38,6.58507e-06,0.574748,-0.571438,2.11914,-0.0371502,-0.0970526,-0.269342,
39,6.59358e-06,0.574748,-0.571438,2.11914,-0.0371502,-0.0970526,-0.268782,
40,6.60144e-06,0.574748,-0.571438,2.11914,-0.0371502,-0.0975175,-0.268782,
41,6.5871e-06,0.574748,-0.571438,2.11914,-0.0371502,-0.0906854,-0.268782,
42,6.06157e-06,0.574748,-0.571438,2.15959,-0.0371502,-0.0906854,-0.268782,
43,6.07561e-06,0.574748,-0.571438,2.15959,-0.0371502,-0.0906854,-0.268408,
44,6.07561e-06,0.574748,-0.571438,2.15959,-0.0371502,-0.0906854,-0.268408,
45,6.03257e-06,0.574748,-0.571438,2.15959,-0.0371502,-0.0941894,-0.268408,
46,5.9795e-06,0.574748,-0.570658,2.15959,-0.0371502,-0.0941894,-0.268408,
47,5.95228e-06,0.574748,-0.570658,2.15959,-0.0371502,-0.093382,-0.268408,
48,5.95228e-06,0.574748,-0.570658,2.15959,-0.0371502,-0.093382,-0.268408,
49,6.09178e-06,0.574748,-0.570658,2.16242,-0.0371502,-0.093382,-0.268408,
50,5.93616e-06,0.574748,-0.570658,2.15983,-0.0371502,-0.093382,-0.268408,
51,5.93616e-06,0.574748,-0.570658,2.15983,-0.0371502,-0.093382,-0.268408,
52,6.13001e-06,0.575107,-0.570658,2.15983,-0.0371502,-0.093382,-0.268408,
53,6.16236e-06,0.575107,-0.570658,2.15983,-0.0371502,-0.093382,-0.267474,
